Date,Origin,Destination,Transport Mode,Quantity
2018-02-18,Mine Y,Refinery 1,Air Transport,7
2019-10-13,Mine X,Refinery 1,Air Transport,5
2019-12-29,Mine Y,Refinery 1,Armored Truck,9
2017-09-17,Mine Y,Refinery 1,Air Transport,5
2017-04-09,Mine X,Refinery 1,Armored Truck,2
2022-05-29,Mine X,Refinery 2,Armored Truck,3
2020-01-19,Mine Y,Refinery 2,Air Transport,5
2019-01-13,Mine X,Refinery 1,Air Transport,7
2020-11-15,Mine X,Refinery 1,Armored Truck,2
2019-11-03,Mine Y,Refinery 1,Air Transport,3
2018-12-23,Mine X,Refinery 2,Air Transport,2
2017-04-23,Mine Y,Refinery 2,Armored Truck,5
2020-01-12,Mine X,Refinery 2,Armored Truck,3
2021-10-17,Mine Y,Refinery 1,Air Transport,2
2021-01-17,Mine X,Refinery 2,Armored Truck,2
2022-07-10,Mine Y,Refinery 1,Air Transport,4
2018-08-05,Mine Y,Refinery 1,Armored Truck,6
2021-01-31,Mine Y,Refinery 1,Air Transport,4
2021-03-14,Mine Y,Refinery 2,Armored Truck,9
2020-05-24,Mine Y,Refinery 1,Air Transport,1
2018-08-26,Mine Y,Refinery 1,Armored Truck,8
2018-09-09,Mine X,Refinery 2,Air Transport,7
2019-04-28,Mine X,Refinery 1,Armored Truck,7
2017-12-10,Mine Y,Refinery 1,Air Transport,5
2017-09-24,Mine X,Refinery 2,Armored Truck,6
2019-03-24,Mine Y,Refinery 1,Armored Truck,8
2018-09-02,Mine Y,Refinery 2,Air Transport,1
2022-06-19,Mine Y,Refinery 1,Air Transport,5
2019-04-28,Mine X,Refinery 2,Armored Truck,5
2020-09-27,Mine X,Refinery 2,Armored Truck,1
2017-08-27,Mine X,Refinery 1,Armored Truck,7
2021-05-23,Mine Y,Refinery 2,Air Transport,1
2017-07-02,Mine Y,Refinery 2,Air Transport,3
2022-03-20,Mine Y,Refinery 1,Armored Truck,7
2019-01-06,Mine Y,Refinery 1,Air Transport,9
2020-10-04,Mine Y,Refinery 1,Armored Truck,1
2020-02-16,Mine Y,Refinery 1,Air Transport,5
2022-02-13,Mine X,Refinery 1,Armored Truck,5
2019-03-03,Mine X,Refinery 2,Air Transport,6
2017-08-20,Mine X,Refinery 1,Air Transport,9
2019-03-31,Mine X,Refinery 1,Air Transport,8
2018-09-30,Mine Y,Refinery 2,Armored Truck,1
2021-03-14,Mine Y,Refinery 2,Air Transport,7
2021-08-01,Mine X,Refinery 2,Air Transport,9
2021-07-18,Mine X,Refinery 1,Armored Truck,7
2020-05-10,Mine X,Refinery 2,Air Transport,7
2019-03-17,Mine Y,Refinery 1,Air Transport,4
2019-09-22,Mine Y,Refinery 2,Air Transport,4
2022-04-24,Mine X,Refinery 2,Air Transport,2
2021-01-03,Mine Y,Refinery 1,Armored Truck,7
2021-11-07,Mine X,Refinery 2,Armored Truck,7
2018-03-25,Mine Y,Refinery 1,Air Transport,3
2021-02-28,Mine Y,Refinery 2,Armored Truck,8
2021-03-14,Mine Y,Refinery 1,Armored Truck,8
2021-12-26,Mine X,Refinery 2,Air Transport,6
2019-02-17,Mine Y,Refinery 2,Armored Truck,1
2021-03-21,Mine Y,Refinery 1,Armored Truck,3
2022-11-20,Mine X,Refinery 1,Armored Truck,8
2018-04-22,Mine Y,Refinery 2,Air Transport,8
2020-10-18,Mine X,Refinery 2,Air Transport,9
2021-06-27,Mine Y,Refinery 2,Air Transport,1
2019-12-08,Mine Y,Refinery 2,Air Transport,1
2022-01-09,Mine X,Refinery 1,Armored Truck,2
2018-09-23,Mine X,Refinery 1,Air Transport,3
2018-03-11,Mine Y,Refinery 2,Armored Truck,7
2019-01-06,Mine Y,Refinery 2,Air Transport,9
2017-11-12,Mine Y,Refinery 1,Armored Truck,4
2017-01-08,Mine Y,Refinery 2,Armored Truck,4
2021-09-19,Mine X,Refinery 1,Air Transport,6
2018-07-01,Mine Y,Refinery 1,Armored Truck,6
2022-05-22,Mine Y,Refinery 1,Air Transport,5
2019-12-29,Mine Y,Refinery 2,Armored Truck,5
2021-11-14,Mine Y,Refinery 1,Armored Truck,4
2018-11-04,Mine X,Refinery 1,Air Transport,2
2020-05-24,Mine X,Refinery 2,Armored Truck,5
2017-11-19,Mine X,Refinery 2,Armored Truck,8
2017-02-26,Mine X,Refinery 1,Air Transport,9
2021-09-05,Mine Y,Refinery 2,Armored Truck,3
2018-02-04,Mine X,Refinery 1,Air Transport,4
2017-08-06,Mine Y,Refinery 2,Air Transport,7
2017-02-05,Mine X,Refinery 1,Air Transport,3
2022-12-11,Mine Y,Refinery 1,Armored Truck,6
2018-07-22,Mine Y,Refinery 1,Armored Truck,8
2020-11-08,Mine Y,Refinery 2,Air Transport,1
2020-05-24,Mine X,Refinery 2,Armored Truck,1
2018-04-22,Mine X,Refinery 1,Armored Truck,7
2017-06-18,Mine X,Refinery 1,Air Transport,9
2020-10-04,Mine Y,Refinery 1,Armored Truck,6
2020-11-01,Mine Y,Refinery 2,Air Transport,1
2018-04-08,Mine X,Refinery 1,Air Transport,2
2017-05-21,Mine X,Refinery 2,Armored Truck,5
2018-10-07,Mine Y,Refinery 2,Armored Truck,1
2019-02-17,Mine X,Refinery 1,Air Transport,7
2018-10-07,Mine Y,Refinery 2,Air Transport,8
2021-06-27,Mine Y,Refinery 2,Armored Truck,4
2018-07-08,Mine X,Refinery 2,Armored Truck,5
2021-11-14,Mine X,Refinery 1,Armored Truck,7
2019-04-21,Mine Y,Refinery 2,Armored Truck,9
2022-07-03,Mine X,Refinery 1,Air Transport,4
2020-01-05,Mine Y,Refinery 2,Air Transport,3
2018-07-22,Mine Y,Refinery 2,Armored Truck,9
2017-09-10,Mine Y,Refinery 1,Air Transport,6
2022-07-10,Mine Y,Refinery 1,Air Transport,8
2017-04-09,Mine Y,Refinery 2,Armored Truck,2
2019-04-21,Mine X,Refinery 2,Air Transport,1
2018-03-18,Mine X,Refinery 1,Air Transport,1
2020-04-19,Mine Y,Refinery 1,Air Transport,1
2020-04-05,Mine Y,Refinery 1,Armored Truck,9
2019-06-02,Mine Y,Refinery 1,Armored Truck,6
2022-12-18,Mine Y,Refinery 2,Air Transport,5
2019-12-22,Mine X,Refinery 1,Air Transport,5
2018-03-25,Mine Y,Refinery 2,Air Transport,4
2019-09-08,Mine X,Refinery 2,Armored Truck,6
2019-06-23,Mine Y,Refinery 2,Armored Truck,9
2019-02-03,Mine X,Refinery 1,Armored Truck,8
2019-09-29,Mine Y,Refinery 2,Armored Truck,7
2022-05-22,Mine Y,Refinery 2,Armored Truck,8
2022-10-09,Mine X,Refinery 1,Armored Truck,8
2022-10-16,Mine X,Refinery 2,Air Transport,6
2021-07-25,Mine Y,Refinery 2,Air Transport,8
2021-10-24,Mine Y,Refinery 1,Armored Truck,5
2018-12-02,Mine Y,Refinery 1,Armored Truck,5
2022-08-28,Mine Y,Refinery 1,Air Transport,2
2022-12-11,Mine X,Refinery 2,Air Transport,4
2021-11-28,Mine X,Refinery 1,Armored Truck,2
2018-01-14,Mine X,Refinery 1,Air Transport,9
2020-03-01,Mine Y,Refinery 2,Armored Truck,2
2020-07-12,Mine X,Refinery 1,Air Transport,4
2019-06-02,Mine X,Refinery 2,Armored Truck,5
2017-11-12,Mine Y,Refinery 1,Air Transport,7
2020-09-06,Mine X,Refinery 1,Armored Truck,5
2020-01-19,Mine Y,Refinery 2,Air Transport,2
2022-10-02,Mine X,Refinery 1,Air Transport,8
2017-03-05,Mine Y,Refinery 2,Air Transport,9
2021-12-19,Mine Y,Refinery 1,Air Transport,4
2017-02-12,Mine X,Refinery 2,Armored Truck,1
2020-10-04,Mine X,Refinery 1,Air Transport,8
2021-01-03,Mine X,Refinery 2,Air Transport,4
2017-02-26,Mine X,Refinery 2,Armored Truck,4
2021-07-18,Mine Y,Refinery 2,Air Transport,3
2021-04-11,Mine X,Refinery 2,Armored Truck,5
2018-05-13,Mine X,Refinery 2,Air Transport,1
2020-04-05,Mine Y,Refinery 1,Armored Truck,5
2017-05-07,Mine X,Refinery 1,Armored Truck,7
2021-01-10,Mine X,Refinery 2,Armored Truck,4
2019-07-21,Mine X,Refinery 1,Armored Truck,5
2022-03-13,Mine X,Refinery 1,Armored Truck,4
2019-09-08,Mine X,Refinery 1,Air Transport,3
2018-12-16,Mine X,Refinery 1,Air Transport,9
2019-06-23,Mine Y,Refinery 1,Armored Truck,3
2018-05-20,Mine X,Refinery 1,Air Transport,4
2017-02-26,Mine X,Refinery 1,Air Transport,1
2017-02-19,Mine X,Refinery 1,Air Transport,7
2022-03-13,Mine Y,Refinery 1,Air Transport,4
2018-04-01,Mine X,Refinery 1,Armored Truck,1
2022-09-11,Mine X,Refinery 1,Armored Truck,7
2021-11-07,Mine Y,Refinery 2,Armored Truck,6
2019-08-18,Mine Y,Refinery 1,Armored Truck,2
2021-05-16,Mine X,Refinery 2,Air Transport,5
2017-06-18,Mine X,Refinery 2,Armored Truck,9
2019-06-23,Mine X,Refinery 1,Air Transport,6
2017-01-29,Mine Y,Refinery 1,Air Transport,7
2022-05-22,Mine X,Refinery 1,Air Transport,9
2019-09-08,Mine Y,Refinery 1,Air Transport,6
2022-03-20,Mine Y,Refinery 1,Air Transport,5
2022-07-17,Mine Y,Refinery 2,Armored Truck,5
2019-10-13,Mine Y,Refinery 1,Armored Truck,8
2018-06-24,Mine Y,Refinery 2,Armored Truck,8
2020-04-19,Mine X,Refinery 2,Armored Truck,9
2022-10-09,Mine X,Refinery 1,Air Transport,8
2018-03-18,Mine Y,Refinery 1,Air Transport,4
2022-05-15,Mine X,Refinery 2,Air Transport,2
2019-03-17,Mine Y,Refinery 1,Air Transport,5
2020-05-10,Mine X,Refinery 2,Air Transport,3
2019-12-08,Mine Y,Refinery 1,Air Transport,5
2019-12-15,Mine X,Refinery 1,Air Transport,4
2018-06-03,Mine X,Refinery 1,Air Transport,6
2021-06-13,Mine X,Refinery 1,Air Transport,9
2019-10-27,Mine X,Refinery 2,Air Transport,3
2018-03-18,Mine Y,Refinery 1,Air Transport,7
2020-12-13,Mine Y,Refinery 1,Air Transport,3
2022-03-20,Mine Y,Refinery 2,Air Transport,4
2019-07-07,Mine Y,Refinery 2,Air Transport,8
2020-08-30,Mine Y,Refinery 2,Armored Truck,3
2020-04-05,Mine X,Refinery 1,Air Transport,9
2017-03-26,Mine X,Refinery 2,Air Transport,2
2021-12-05,Mine X,Refinery 1,Armored Truck,7
2020-01-19,Mine X,Refinery 2,Air Transport,1
2019-07-28,Mine X,Refinery 1,Armored Truck,6
2022-10-02,Mine X,Refinery 2,Armored Truck,7
2022-11-20,Mine X,Refinery 2,Air Transport,8
2018-04-01,Mine Y,Refinery 1,Armored Truck,4
2018-07-22,Mine X,Refinery 2,Air Transport,2
2021-08-15,Mine Y,Refinery 2,Air Transport,1
2018-07-08,Mine Y,Refinery 2,Air Transport,4
2020-02-16,Mine X,Refinery 2,Armored Truck,6
2022-03-20,Mine Y,Refinery 2,Air Transport,2
2019-03-03,Mine Y,Refinery 2,Air Transport,8
2017-08-27,Mine Y,Refinery 1,Armored Truck,8
2017-05-28,Mine X,Refinery 1,Air Transport,4
2018-11-11,Mine X,Refinery 1,Armored Truck,1
2021-03-14,Mine X,Refinery 1,Air Transport,6
2017-02-05,Mine Y,Refinery 1,Air Transport,6
2018-10-14,Mine Y,Refinery 1,Armored Truck,8
2020-11-29,Mine Y,Refinery 2,Armored Truck,1
2018-06-03,Mine Y,Refinery 2,Armored Truck,5
2017-05-28,Mine X,Refinery 1,Air Transport,9
2021-11-28,Mine X,Refinery 2,Air Transport,7
2022-05-15,Mine Y,Refinery 1,Air Transport,3
2019-12-08,Mine Y,Refinery 2,Air Transport,8
2022-02-06,Mine X,Refinery 1,Armored Truck,1
2018-11-18,Mine Y,Refinery 1,Air Transport,9
2019-02-10,Mine X,Refinery 2,Armored Truck,1
2020-06-14,Mine Y,Refinery 2,Air Transport,5
2017-04-23,Mine X,Refinery 2,Air Transport,6
2019-02-24,Mine Y,Refinery 1,Air Transport,6
2021-10-03,Mine X,Refinery 1,Air Transport,8
2019-07-28,Mine Y,Refinery 1,Air Transport,5
2019-12-29,Mine Y,Refinery 2,Air Transport,5
2020-06-07,Mine X,Refinery 1,Armored Truck,5
2020-05-10,Mine Y,Refinery 2,Air Transport,4
2018-05-20,Mine X,Refinery 1,Armored Truck,3
2017-08-27,Mine Y,Refinery 2,Armored Truck,4
2022-04-03,Mine X,Refinery 1,Armored Truck,5
2022-06-26,Mine X,Refinery 1,Armored Truck,1
2019-08-04,Mine Y,Refinery 2,Air Transport,9
2017-09-17,Mine Y,Refinery 1,Air Transport,8
2022-10-02,Mine Y,Refinery 2,Armored Truck,1
2021-06-27,Mine X,Refinery 2,Armored Truck,1
2018-11-04,Mine Y,Refinery 2,Air Transport,6
2018-10-14,Mine Y,Refinery 1,Armored Truck,9
2019-05-19,Mine Y,Refinery 2,Armored Truck,7
2018-09-09,Mine Y,Refinery 2,Air Transport,4
2022-12-11,Mine X,Refinery 1,Armored Truck,8
2020-12-13,Mine X,Refinery 1,Armored Truck,3
2017-05-28,Mine X,Refinery 1,Air Transport,2
2021-08-15,Mine X,Refinery 2,Air Transport,2
2022-01-23,Mine X,Refinery 2,Armored Truck,7
2019-06-30,Mine Y,Refinery 2,Armored Truck,3
2019-06-02,Mine Y,Refinery 1,Air Transport,7
2022-07-17,Mine Y,Refinery 2,Armored Truck,8
2020-11-29,Mine X,Refinery 2,Armored Truck,5
2018-06-24,Mine Y,Refinery 1,Air Transport,7
2021-07-04,Mine Y,Refinery 2,Air Transport,2
2018-09-30,Mine Y,Refinery 1,Air Transport,9
2019-06-30,Mine X,Refinery 2,Air Transport,4
2021-10-31,Mine Y,Refinery 1,Armored Truck,5
2021-03-28,Mine X,Refinery 1,Air Transport,8
2017-09-17,Mine Y,Refinery 2,Armored Truck,2
2022-03-20,Mine Y,Refinery 1,Air Transport,1
2020-05-31,Mine X,Refinery 1,Armored Truck,2
2022-12-25,Mine X,Refinery 2,Armored Truck,8
2018-09-02,Mine Y,Refinery 1,Air Transport,9
2019-10-13,Mine X,Refinery 2,Air Transport,8
2020-05-31,Mine Y,Refinery 1,Armored Truck,5
2019-09-08,Mine X,Refinery 1,Armored Truck,9
2019-01-20,Mine Y,Refinery 2,Armored Truck,3
2021-11-07,Mine X,Refinery 2,Air Transport,7
2022-05-15,Mine Y,Refinery 1,Air Transport,8
2019-08-04,Mine Y,Refinery 2,Air Transport,8
2019-08-25,Mine X,Refinery 1,Air Transport,6
2021-06-13,Mine Y,Refinery 1,Armored Truck,8
2017-11-05,Mine X,Refinery 2,Armored Truck,3
2020-12-06,Mine X,Refinery 2,Air Transport,4
2018-03-18,Mine Y,Refinery 1,Air Transport,9
2021-05-30,Mine X,Refinery 1,Air Transport,2
2020-12-27,Mine Y,Refinery 1,Air Transport,7
2020-08-09,Mine Y,Refinery 2,Armored Truck,5
2021-06-13,Mine X,Refinery 2,Air Transport,4
2018-03-11,Mine X,Refinery 1,Air Transport,6
2018-03-18,Mine Y,Refinery 2,Air Transport,5
2022-09-18,Mine X,Refinery 2,Air Transport,6
2022-02-06,Mine Y,Refinery 1,Air Transport,1
2022-09-11,Mine X,Refinery 1,Armored Truck,6
2021-09-19,Mine Y,Refinery 2,Air Transport,2
2018-04-29,Mine X,Refinery 1,Armored Truck,2
2020-03-15,Mine X,Refinery 1,Armored Truck,8
2017-05-14,Mine X,Refinery 2,Air Transport,2
2018-09-16,Mine X,Refinery 2,Air Transport,8
2022-03-13,Mine X,Refinery 1,Air Transport,2
2021-07-11,Mine X,Refinery 2,Armored Truck,5
2021-08-01,Mine Y,Refinery 1,Air Transport,7
2019-01-20,Mine Y,Refinery 2,Air Transport,6
2020-10-04,Mine X,Refinery 2,Armored Truck,8
2019-09-29,Mine X,Refinery 1,Armored Truck,7
2017-12-24,Mine Y,Refinery 1,Air Transport,4
2018-10-07,Mine Y,Refinery 2,Armored Truck,3
2021-11-14,Mine Y,Refinery 1,Air Transport,9
2021-07-25,Mine Y,Refinery 1,Air Transport,9
2018-05-20,Mine X,Refinery 1,Armored Truck,2
2018-06-10,Mine Y,Refinery 1,Armored Truck,8
2017-12-31,Mine X,Refinery 1,Armored Truck,1
2022-12-18,Mine Y,Refinery 2,Armored Truck,3
2019-11-03,Mine Y,Refinery 1,Armored Truck,2
2022-10-09,Mine X,Refinery 2,Air Transport,1
2021-02-28,Mine Y,Refinery 1,Air Transport,6
2019-04-28,Mine Y,Refinery 2,Armored Truck,9
2019-10-06,Mine Y,Refinery 2,Air Transport,9
2018-12-09,Mine Y,Refinery 1,Armored Truck,7
2019-01-27,Mine X,Refinery 1,Air Transport,1
2018-03-18,Mine Y,Refinery 1,Armored Truck,2
2019-07-21,Mine Y,Refinery 2,Armored Truck,2
2020-11-01,Mine X,Refinery 1,Armored Truck,9
2017-08-06,Mine Y,Refinery 2,Air Transport,6
2020-03-29,Mine Y,Refinery 2,Air Transport,8
2021-05-02,Mine Y,Refinery 1,Armored Truck,7
2018-07-01,Mine X,Refinery 1,Armored Truck,8
2019-06-16,Mine Y,Refinery 1,Air Transport,6
2018-03-04,Mine X,Refinery 1,Armored Truck,5
2020-01-26,Mine X,Refinery 1,Air Transport,2
2022-05-22,Mine Y,Refinery 2,Air Transport,5
2020-11-01,Mine Y,Refinery 2,Air Transport,6
2020-06-21,Mine X,Refinery 2,Air Transport,6
2020-12-20,Mine Y,Refinery 1,Armored Truck,8
2019-12-22,Mine Y,Refinery 2,Air Transport,3
2022-08-21,Mine X,Refinery 1,Air Transport,1
2017-12-24,Mine X,Refinery 2,Armored Truck,1
2017-01-22,Mine X,Refinery 2,Air Transport,7
2022-06-05,Mine X,Refinery 2,Armored Truck,8
2019-05-26,Mine Y,Refinery 2,Air Transport,1
2017-07-16,Mine Y,Refinery 2,Armored Truck,6
2018-08-26,Mine X,Refinery 2,Armored Truck,2
2019-07-07,Mine X,Refinery 1,Armored Truck,5
2019-12-29,Mine X,Refinery 1,Air Transport,6
2022-08-21,Mine X,Refinery 2,Air Transport,4
2021-05-23,Mine Y,Refinery 2,Armored Truck,6
2017-06-04,Mine Y,Refinery 2,Armored Truck,4
2021-09-12,Mine X,Refinery 1,Armored Truck,8
2021-12-12,Mine X,Refinery 1,Armored Truck,6
2021-10-17,Mine Y,Refinery 2,Air Transport,7
2019-11-10,Mine Y,Refinery 1,Armored Truck,5
2022-06-12,Mine X,Refinery 2,Air Transport,4
2019-05-12,Mine Y,Refinery 1,Armored Truck,9
2022-02-06,Mine Y,Refinery 2,Armored Truck,1
2017-04-02,Mine Y,Refinery 1,Air Transport,4
2018-01-28,Mine Y,Refinery 2,Armored Truck,5
2017-04-23,Mine X,Refinery 2,Air Transport,3
2019-08-25,Mine Y,Refinery 1,Armored Truck,3
2021-09-12,Mine Y,Refinery 1,Armored Truck,4
2021-07-18,Mine Y,Refinery 1,Air Transport,7
2021-04-11,Mine Y,Refinery 1,Armored Truck,2
2022-02-20,Mine X,Refinery 1,Air Transport,3
2021-10-03,Mine Y,Refinery 2,Armored Truck,7
2017-07-16,Mine Y,Refinery 1,Air Transport,3
2021-08-08,Mine Y,Refinery 2,Air Transport,5
2021-10-31,Mine Y,Refinery 2,Air Transport,6
2022-04-03,Mine Y,Refinery 2,Air Transport,6
2022-01-02,Mine X,Refinery 2,Armored Truck,8
2019-04-21,Mine Y,Refinery 2,Armored Truck,5
2019-08-18,Mine Y,Refinery 2,Air Transport,1
2020-05-17,Mine Y,Refinery 1,Air Transport,1
2022-11-20,Mine X,Refinery 2,Air Transport,9
2018-07-15,Mine Y,Refinery 1,Armored Truck,6
2022-10-09,Mine X,Refinery 2,Armored Truck,9
2021-02-28,Mine Y,Refinery 1,Armored Truck,1
2018-11-11,Mine Y,Refinery 1,Armored Truck,6
2018-10-21,Mine X,Refinery 2,Armored Truck,8
2022-03-27,Mine X,Refinery 2,Air Transport,8
2021-05-02,Mine X,Refinery 2,Armored Truck,7
2022-05-01,Mine X,Refinery 1,Armored Truck,2
2017-09-03,Mine X,Refinery 2,Air Transport,9
2022-05-29,Mine X,Refinery 2,Air Transport,9
2021-11-21,Mine Y,Refinery 1,Air Transport,7
2019-08-04,Mine Y,Refinery 2,Armored Truck,6
2019-01-06,Mine X,Refinery 2,Armored Truck,7
2020-11-01,Mine Y,Refinery 1,Armored Truck,4
2018-04-29,Mine Y,Refinery 1,Air Transport,1
2022-10-02,Mine Y,Refinery 2,Armored Truck,1
2017-02-26,Mine X,Refinery 1,Air Transport,4
2022-03-06,Mine Y,Refinery 2,Armored Truck,1
2018-06-17,Mine Y,Refinery 1,Air Transport,8
2019-07-07,Mine X,Refinery 2,Air Transport,5
2019-08-11,Mine Y,Refinery 2,Armored Truck,4
2021-06-13,Mine X,Refinery 2,Air Transport,1
2018-03-18,Mine Y,Refinery 1,Air Transport,3
2021-11-28,Mine Y,Refinery 2,Air Transport,7
2020-01-19,Mine X,Refinery 1,Air Transport,5
2019-07-21,Mine X,Refinery 1,Air Transport,7
2018-12-23,Mine X,Refinery 1,Armored Truck,8
2019-11-03,Mine X,Refinery 1,Armored Truck,4
2020-06-21,Mine X,Refinery 2,Air Transport,6
2020-08-16,Mine X,Refinery 2,Armored Truck,7
2017-11-26,Mine X,Refinery 2,Armored Truck,4
2020-11-29,Mine X,Refinery 2,Armored Truck,3
2019-03-17,Mine Y,Refinery 2,Air Transport,1
2020-02-09,Mine Y,Refinery 2,Air Transport,6
2018-10-14,Mine Y,Refinery 1,Armored Truck,1
2021-07-04,Mine X,Refinery 1,Armored Truck,2
2022-07-10,Mine Y,Refinery 2,Armored Truck,4
2017-08-06,Mine Y,Refinery 2,Armored Truck,7
2019-06-23,Mine Y,Refinery 2,Air Transport,9
2018-08-05,Mine Y,Refinery 2,Air Transport,2
2018-07-22,Mine X,Refinery 1,Air Transport,8
2018-03-25,Mine X,Refinery 2,Air Transport,1
2017-12-17,Mine X,Refinery 2,Air Transport,1
2018-07-15,Mine Y,Refinery 2,Armored Truck,8
2017-02-26,Mine X,Refinery 2,Air Transport,6
2019-08-11,Mine Y,Refinery 2,Armored Truck,4
2021-04-11,Mine Y,Refinery 2,Armored Truck,4
2017-09-03,Mine Y,Refinery 1,Air Transport,3
2017-11-12,Mine Y,Refinery 2,Air Transport,7
2022-06-05,Mine X,Refinery 2,Armored Truck,8
2022-10-23,Mine Y,Refinery 2,Armored Truck,7
2017-08-20,Mine X,Refinery 2,Air Transport,7
2022-09-04,Mine X,Refinery 1,Air Transport,1
2017-12-03,Mine X,Refinery 1,Armored Truck,1
2022-02-20,Mine X,Refinery 1,Armored Truck,3
2017-10-29,Mine X,Refinery 1,Air Transport,7
2020-10-25,Mine Y,Refinery 2,Air Transport,9
2021-10-31,Mine Y,Refinery 2,Air Transport,8
2017-12-24,Mine Y,Refinery 2,Air Transport,4
2019-04-14,Mine Y,Refinery 2,Armored Truck,1
2018-01-14,Mine Y,Refinery 1,Air Transport,6
2020-12-27,Mine Y,Refinery 2,Armored Truck,3
2022-08-14,Mine X,Refinery 2,Air Transport,5
2022-01-23,Mine Y,Refinery 1,Air Transport,6
2019-01-06,Mine Y,Refinery 2,Air Transport,9
2018-04-15,Mine Y,Refinery 1,Armored Truck,4
2019-08-11,Mine X,Refinery 1,Armored Truck,8
2022-12-11,Mine X,Refinery 1,Armored Truck,4
2018-11-18,Mine Y,Refinery 2,Air Transport,8
2019-08-25,Mine X,Refinery 1,Armored Truck,1
2017-01-29,Mine Y,Refinery 1,Armored Truck,7
2022-12-18,Mine Y,Refinery 1,Air Transport,1
2021-10-10,Mine Y,Refinery 2,Air Transport,7
2021-04-25,Mine X,Refinery 1,Air Transport,3
2019-11-17,Mine X,Refinery 2,Armored Truck,6
2018-08-12,Mine Y,Refinery 2,Air Transport,2
2017-03-05,Mine X,Refinery 2,Armored Truck,4
2022-11-13,Mine X,Refinery 2,Armored Truck,7
2020-09-20,Mine X,Refinery 2,Air Transport,9
2019-11-10,Mine Y,Refinery 2,Armored Truck,1
2019-01-06,Mine X,Refinery 2,Air Transport,6
2021-12-19,Mine Y,Refinery 2,Armored Truck,2
2018-06-24,Mine X,Refinery 1,Armored Truck,1
2022-12-04,Mine Y,Refinery 1,Air Transport,3
2022-12-25,Mine Y,Refinery 1,Air Transport,3
2019-02-10,Mine X,Refinery 1,Armored Truck,1
2018-07-29,Mine X,Refinery 2,Armored Truck,6
2017-06-18,Mine X,Refinery 2,Armored Truck,6
2020-12-06,Mine Y,Refinery 2,Air Transport,2
2020-11-01,Mine X,Refinery 2,Air Transport,6
2022-04-03,Mine Y,Refinery 2,Armored Truck,5
2020-09-27,Mine X,Refinery 1,Air Transport,7
2019-01-20,Mine X,Refinery 1,Air Transport,7
2017-02-19,Mine X,Refinery 1,Armored Truck,7
2022-05-08,Mine X,Refinery 1,Air Transport,6
2017-09-10,Mine X,Refinery 1,Armored Truck,9
2021-10-17,Mine X,Refinery 2,Air Transport,6
2019-09-08,Mine X,Refinery 2,Armored Truck,6
2018-06-03,Mine X,Refinery 1,Air Transport,9
2021-08-15,Mine X,Refinery 2,Air Transport,6
2019-06-16,Mine X,Refinery 1,Armored Truck,9
2017-04-02,Mine Y,Refinery 1,Air Transport,7
2020-03-08,Mine X,Refinery 1,Armored Truck,8
2020-04-12,Mine X,Refinery 2,Air Transport,1
2018-01-07,Mine X,Refinery 1,Air Transport,5
2019-06-16,Mine X,Refinery 2,Air Transport,5
2018-04-01,Mine X,Refinery 1,Air Transport,2
2018-03-11,Mine Y,Refinery 1,Air Transport,9
2019-12-01,Mine X,Refinery 2,Air Transport,3
2018-01-28,Mine Y,Refinery 1,Air Transport,1
2018-05-06,Mine X,Refinery 1,Armored Truck,9
2020-08-09,Mine Y,Refinery 2,Armored Truck,2
2018-04-08,Mine Y,Refinery 1,Air Transport,3
2020-11-15,Mine X,Refinery 1,Armored Truck,2
2018-09-23,Mine X,Refinery 1,Armored Truck,5
2018-07-15,Mine X,Refinery 2,Air Transport,6
2022-06-05,Mine Y,Refinery 1,Armored Truck,7
2021-11-14,Mine Y,Refinery 2,Armored Truck,7
2020-12-13,Mine Y,Refinery 1,Armored Truck,8
2018-02-11,Mine Y,Refinery 2,Air Transport,4
2020-08-23,Mine X,Refinery 1,Air Transport,8
2020-02-23,Mine Y,Refinery 2,Air Transport,2
2019-07-14,Mine X,Refinery 1,Armored Truck,2
2021-12-26,Mine X,Refinery 1,Armored Truck,2
2017-01-22,Mine Y,Refinery 1,Air Transport,5
2019-06-02,Mine X,Refinery 1,Armored Truck,1
2019-01-27,Mine X,Refinery 2,Air Transport,6
2019-09-15,Mine X,Refinery 1,Air Transport,5
2021-02-07,Mine Y,Refinery 2,Armored Truck,7
2020-03-08,Mine Y,Refinery 1,Armored Truck,8
2017-07-02,Mine X,Refinery 2,Armored Truck,8
2019-04-21,Mine X,Refinery 2,Air Transport,6
2021-11-21,Mine X,Refinery 2,Armored Truck,9
2021-02-07,Mine Y,Refinery 2,Armored Truck,6
2021-10-17,Mine Y,Refinery 2,Air Transport,5
2021-05-30,Mine Y,Refinery 2,Air Transport,6
2017-04-09,Mine X,Refinery 2,Armored Truck,3
2018-09-30,Mine Y,Refinery 1,Air Transport,3
2019-02-03,Mine X,Refinery 1,Air Transport,5
2021-09-19,Mine Y,Refinery 2,Armored Truck,4
2020-11-15,Mine Y,Refinery 2,Armored Truck,9
2022-06-12,Mine X,Refinery 1,Armored Truck,3
2017-01-08,Mine X,Refinery 1,Air Transport,5
2017-07-30,Mine X,Refinery 1,Air Transport,3
2021-02-21,Mine X,Refinery 1,Air Transport,7
2017-09-10,Mine Y,Refinery 1,Armored Truck,2
2022-11-27,Mine X,Refinery 2,Air Transport,4
